"","sens","modo","pol","classe","data","sigma0"
"2957","R2","SCNA","HH","agua",2011-10-27,0.04
"2958","R2","SCNA","HH","agua",2011-10-27,0
"2959","R2","SCNA","HH","agua",2011-10-27,0.02
"2960","R2","SCNA","HH","agua",2011-10-27,0.03
"2961","R2","SCNA","HH","agua",2011-10-27,0.01
"2962","R2","SCNA","HH","agua",2011-10-27,0.01
"2963","R2","SCNA","HH","agua",2011-10-27,0.04
"2964","R2","SCNA","HH","agua",2011-10-27,0.02
"2965","R2","SCNA","HH","agua",2011-10-27,0.01
"2966","R2","SCNA","HH","agua",2011-10-27,0.03
"2967","R2","SCNA","HH","agua",2011-10-27,0.02
"2968","R2","SCNA","HH","agua",2011-10-27,0.02
"2969","R2","SCNA","HH","agua",2011-10-27,0.02
"2970","R2","SCNA","HH","agua",2011-10-27,0.01
"2971","R2","SCNA","HH","agua",2011-10-27,0.01
"2972","R2","SCNA","HH","agua",2011-10-27,0.01
"2973","R2","SCNA","HH","agua",2011-10-27,0.01
"2974","R2","SCNA","HH","agua",2011-10-27,0.03
"2975","R2","SCNA","HH","agua",2011-10-27,0.01
"2976","R2","SCNA","HH","agua",2011-10-27,0.01
"2977","R2","SCNA","HH","agua",2011-10-27,0
"2978","R2","SCNA","HH","agua",2011-10-27,0
"2979","R2","SCNA","HH","agua",2011-10-27,0.01
"2980","R2","SCNA","HH","agua",2011-10-27,0.02
"2981","R2","SCNA","HH","agua",2011-10-27,0.02
"2982","R2","SCNA","HH","agua",2011-10-27,0.02
"2983","R2","SCNA","HH","agua",2011-10-27,0.01
"2984","R2","SCNA","HH","agua",2011-10-27,0.03
"2985","R2","SCNA","HH","agua",2011-10-27,0.02
"2986","R2","SCNA","HH","agua",2011-10-27,0
"2987","R2","SCNA","HH","agua",2011-10-27,0.01
"2988","R2","SCNA","HH","agua",2011-10-27,0.01
"2989","R2","SCNA","HH","agua",2011-10-27,0.03
"2990","R2","SCNA","HH","agua",2011-10-27,0.02
"2991","R2","SCNA","HH","agua",2011-10-27,0.02
"2992","R2","SCNA","HH","agua",2011-10-27,0.03
"2993","R2","SCNA","HH","agua",2011-10-27,0.01
"2994","R2","SCNA","HH","agua",2011-10-27,0.02
"2995","R2","SCNA","HH","agua",2011-10-27,0.03
"2996","R2","SCNA","HH","agua",2011-10-27,0.02
"2997","R2","SCNA","HH","agua",2011-10-27,0.03
"2998","R2","SCNA","HH","agua",2011-10-27,0.01
"2999","R2","SCNA","HH","agua",2011-10-27,0.01
"3000","R2","SCNA","HH","agua",2011-10-27,0.02
"3001","R2","SCNA","HH","floresta_inundavel",2011-06-29,0.14
"3002","R2","SCNA","HH","floresta_inundavel",2011-06-29,0.16
"3003","R2","SCNA","HH","floresta_inundavel",2011-06-29,0.17
"3004","R2","SCNA","HH","floresta_inundavel",2011-06-29,0.26
"3005","R2","SCNA","HH","floresta_inundavel",2011-06-29,0.12
"3006","R2","SCNA","HH","floresta_inundavel",2011-06-29,0.45
"3007","R2","SCNA","HH","floresta_inundavel",2011-06-29,0.08
"3008","R2","SCNA","HH","floresta_inundavel",2011-06-29,0.23
"3009","R2","SCNA","HH","floresta_inundavel",2011-06-29,0.11
"3010","R2","SCNA","HH","floresta_inundavel",2011-06-29,0.48
"3011","R2","SCNA","HH","floresta_inundavel",2011-06-29,0.12
"3012","R2","SCNA","HH","floresta_inundavel",2011-06-29,0.31
"3013","R2","SCNA","HH","floresta_inundavel",2011-06-29,0.08
"3014","R2","SCNA","HH","floresta_inundavel",2011-06-29,0.3
"3015","R2","SCNA","HH","floresta_inundavel",2011-06-29,0.18
"3016","R2","SCNA","HH","floresta_inundavel",2011-06-29,0.19
"3017","R2","SCNA","HH","floresta_inundavel",2011-06-29,0.16
"3018","R2","SCNA","HH","floresta_inundavel",2011-06-29,0.2
"3019","R2","SCNA","HH","floresta_inundavel",2011-06-29,0.17
"3020","R2","SCNA","HH","floresta_inundavel",2011-06-29,0.11
"3021","R2","SCNA","HH","floresta_inundavel",2011-06-29,0.18
"3022","R2","SCNA","HH","floresta_inundavel",2011-06-29,0.17
"3023","R2","SCNA","HH","floresta_inundavel",2011-06-29,0.19
"3024","R2","SCNA","HH","floresta_inundavel",2011-06-29,0.17
"3025","R2","SCNA","HH","floresta_inundavel",2011-06-29,0.24
"3026","R2","SCNA","HH","floresta_inundavel",2011-06-29,0.08
"3027","R2","SCNA","HH","floresta_inundavel",2011-06-29,0.5
"3028","R2","SCNA","HH","floresta_inundavel",2011-06-29,0.23
"3029","R2","SCNA","HH","floresta_inundavel",2011-06-29,0.16
"3030","R2","SCNA","HH","floresta_inundavel",2011-06-29,0.08
"3031","R2","SCNA","HH","floresta_inundavel",2011-06-29,0.18
"3032","R2","SCNA","HH","floresta_inundavel",2011-06-29,0.11
"3033","R2","SCNA","HH","floresta_inundavel",2011-06-29,0.27
"3034","R2","SCNA","HH","floresta_inundavel",2011-06-29,0.13
"3035","R2","SCNA","HH","floresta_inundavel",2011-06-29,0.37
"3036","R2","SCNA","HH","floresta_inundavel",2011-06-29,0.19
"3037","R2","SCNA","HH","floresta_inundavel",2011-06-29,0.23
"3038","R2","SCNA","HH","floresta_inundavel",2011-06-29,0.26
"3039","R2","SCNA","HH","floresta_inundavel",2011-06-29,0.33
"3040","R2","SCNA","HH","floresta_inundavel",2011-06-29,0.21
"3041","R2","SCNA","HH","floresta_inundavel",2011-06-29,0.05
"3042","R2","SCNA","HH","floresta_inundavel",2011-06-29,0.2
"3043","R2","SCNA","HH","floresta_inundavel",2011-06-29,0.3
"3044","R2","SCNA","HH","floresta_inundavel",2011-06-29,0.08
"3045","R2","SCNA","HH","floresta_inundavel",2011-06-29,0.2
"3046","R2","SCNA","HH","floresta_inundavel",2011-06-29,0.14
"3047","R2","SCNA","HH","floresta_inundavel",2011-06-29,0.16
"3048","R2","SCNA","HH","floresta_inundavel",2011-06-29,0.14
"3049","R2","SCNA","HH","floresta_inundavel",2011-06-29,0.19
"3050","R2","SCNA","HH","floresta_inundavel",2011-06-29,0.44
"3051","R2","SCNA","HH","floresta_inundavel",2011-06-29,0.26
"3052","R2","SCNA","HH","floresta_inundavel",2011-06-29,0.21
"3053","R2","SCNA","HH","floresta_inundavel",2011-06-29,0.14
"3054","R2","SCNA","HH","floresta_inundavel",2011-06-29,0.24
"3055","R2","SCNA","HH","floresta_inundavel",2011-06-29,0.13
"3056","R2","SCNA","HH","floresta_inundavel",2011-06-29,0.08
"3057","R2","SCNA","HH","floresta_inundavel",2011-06-29,0.24
"3058","R2","SCNA","HH","floresta_inundavel",2011-06-29,0.15
"3059","R2","SCNA","HH","floresta_inundavel",2011-06-29,0.06
"3060","R2","SCNA","HH","floresta_inundavel",2011-06-29,0.22
"3061","R2","SCNA","HH","floresta_inundavel",2011-06-29,0.37
"3062","R2","SCNA","HH","floresta_inundavel",2011-06-29,0.24
"3063","R2","SCNA","HH","floresta_inundavel",2011-06-29,0.3
"3064","R2","SCNA","HH","floresta_inundavel",2011-06-29,0.3
"3065","R2","SCNA","HH","floresta_inundavel",2011-06-29,0.06
"3066","R2","SCNA","HH","floresta_inundavel",2011-06-29,0.25
"3067","R2","SCNA","HH","floresta_inundavel",2011-06-29,0.52
"3068","R2","SCNA","HH","floresta_inundavel",2011-06-29,0.1
"3069","R2","SCNA","HH","floresta_inundavel",2011-06-29,0.18
"3070","R2","SCNA","HH","floresta_inundavel",2011-06-29,0.2
"3071","R2","SCNA","HH","floresta_inundavel",2011-06-29,0.19
"3072","R2","SCNA","HH","floresta_inundavel",2011-06-29,0.13
"3073","R2","SCNA","HH","floresta_inundavel",2011-06-29,0.22
"3074","R2","SCNA","HH","floresta_inundavel",2011-06-29,0.19
"3075","R2","SCNA","HH","floresta_inundavel",2011-06-29,0.14
"3076","R2","SCNA","HH","floresta_inundavel",2011-06-29,0.16
"3077","R2","SCNA","HH","floresta_inundavel",2011-06-29,0.08
"3078","R2","SCNA","HH","floresta_inundavel",2011-06-29,0.14
"3079","R2","SCNA","HH","floresta_inundavel",2011-06-29,0.2
"3080","R2","SCNA","HH","floresta_inundavel",2011-06-29,0.2
"3081","R2","SCNA","HH","floresta_inundavel",2011-06-29,0.17
"3082","R2","SCNA","HH","floresta_inundavel",2011-06-29,0.1
"3083","R2","SCNA","HH","floresta_inundavel",2011-06-29,0.15
"3084","R2","SCNA","HH","floresta_inundavel",2011-06-29,0.07
"3085","R2","SCNA","HH","floresta_inundavel",2011-06-29,0.38
"3086","R2","SCNA","HH","floresta_inundavel",2011-06-29,0.43
"3087","R2","SCNA","HH","floresta_inundavel",2011-06-29,0.15
"3088","R2","SCNA","HH","floresta_inundavel",2011-06-29,0.08
"3089","R2","SCNA","HH","floresta_inundavel",2011-06-29,0.16
"3090","R2","SCNA","HH","floresta_inundavel",2011-06-29,0.28
"3091","R2","SCNA","HH","floresta_inundavel",2011-06-29,0.31
"3092","R2","SCNA","HH","floresta_inundavel",2011-06-29,0.24
"3093","R2","SCNA","HH","floresta_inundavel",2011-06-29,0.07
"3094","R2","SCNA","HH","floresta_inundavel",2011-06-29,0.25
"3095","R2","SCNA","HH","floresta_inundavel",2011-06-29,0.66
"3096","R2","SCNA","HH","floresta_inundavel",2011-06-29,0.18
"3097","R2","SCNA","HH","floresta_inundavel",2011-06-29,0.27
"3098","R2","SCNA","HH","floresta_inundavel",2011-06-29,0.47
"3099","R2","SCNA","HH","floresta_inundavel",2011-06-29,0.57
"3100","R2","SCNA","HH","floresta_inundavel",2011-06-29,0.41
"3101","R2","SCNA","HH","floresta_inundavel",2011-10-27,0.12
"3102","R2","SCNA","HH","floresta_inundavel",2011-10-27,0.04
"3103","R2","SCNA","HH","floresta_inundavel",2011-10-27,0.2
"3104","R2","SCNA","HH","floresta_inundavel",2011-10-27,0.17
"3105","R2","SCNA","HH","floresta_inundavel",2011-10-27,0.11
"3106","R2","SCNA","HH","floresta_inundavel",2011-10-27,0.17
"3107","R2","SCNA","HH","floresta_inundavel",2011-10-27,0.18
"3108","R2","SCNA","HH","floresta_inundavel",2011-10-27,0.27
"3109","R2","SCNA","HH","floresta_inundavel",2011-10-27,0.06
"3110","R2","SCNA","HH","floresta_inundavel",2011-10-27,0.11
"3111","R2","SCNA","HH","floresta_inundavel",2011-10-27,0.08
"3112","R2","SCNA","HH","floresta_inundavel",2011-10-27,0.1
"3113","R2","SCNA","HH","floresta_inundavel",2011-10-27,0.22
"3114","R2","SCNA","HH","floresta_inundavel",2011-10-27,0.09
"3115","R2","SCNA","HH","floresta_inundavel",2011-10-27,0.27
"3116","R2","SCNA","HH","floresta_inundavel",2011-10-27,0.21
"3117","R2","SCNA","HH","floresta_inundavel",2011-10-27,0.24
"3118","R2","SCNA","HH","floresta_inundavel",2011-10-27,0.09
"3119","R2","SCNA","HH","floresta_inundavel",2011-10-27,0.15
"3120","R2","SCNA","HH","floresta_inundavel",2011-10-27,0.22
"3121","R2","SCNA","HH","floresta_inundavel",2011-10-27,0.17
"3122","R2","SCNA","HH","floresta_inundavel",2011-10-27,0.17
"3123","R2","SCNA","HH","floresta_inundavel",2011-10-27,0.2
"3124","R2","SCNA","HH","floresta_inundavel",2011-10-27,0.18
"3125","R2","SCNA","HH","floresta_inundavel",2011-10-27,0.26
"3126","R2","SCNA","HH","floresta_inundavel",2011-10-27,0.28
"3127","R2","SCNA","HH","floresta_inundavel",2011-10-27,0.09
"3128","R2","SCNA","HH","floresta_inundavel",2011-10-27,0.54
"3129","R2","SCNA","HH","floresta_inundavel",2011-10-27,0.13
"3130","R2","SCNA","HH","floresta_inundavel",2011-10-27,0.24
"3131","R2","SCNA","HH","floresta_inundavel",2011-10-27,0.25
"3132","R2","SCNA","HH","floresta_inundavel",2011-10-27,0.11
"3133","R2","SCNA","HH","floresta_inundavel",2011-10-27,0.05
"3134","R2","SCNA","HH","floresta_inundavel",2011-10-27,0.1
"3135","R2","SCNA","HH","floresta_inundavel",2011-10-27,0.13
"3136","R2","SCNA","HH","floresta_inundavel",2011-10-27,0.22
"3137","R2","SCNA","HH","floresta_inundavel",2011-10-27,0.3
"3138","R2","SCNA","HH","floresta_inundavel",2011-10-27,0.17
"3139","R2","SCNA","HH","floresta_inundavel",2011-10-27,0.08
"3140","R2","SCNA","HH","floresta_inundavel",2011-10-27,0.08
"3141","R2","SCNA","HH","floresta_inundavel",2011-10-27,0.04
"3142","R2","SCNA","HH","floresta_inundavel",2011-10-27,0.03
"3143","R2","SCNA","HH","floresta_inundavel",2011-10-27,0.16
"3144","R2","SCNA","HH","floresta_inundavel",2011-10-27,0.08
"3145","R2","SCNA","HH","floresta_inundavel",2011-10-27,0.08
"3146","R2","SCNA","HH","floresta_inundavel",2011-10-27,0.12
"3147","R2","SCNA","HH","floresta_inundavel",2011-10-27,0.2
"3148","R2","SCNA","HH","floresta_inundavel",2011-10-27,0.12
"3149","R2","SCNA","HH","floresta_inundavel",2011-10-27,0.09
"3150","R2","SCNA","HH","floresta_inundavel",2011-10-27,0.18
"3151","R2","SCNA","HH","floresta_inundavel",2011-10-27,0.17
"3152","R2","SCNA","HH","floresta_inundavel",2011-10-27,0.35
"3153","R2","SCNA","HH","floresta_inundavel",2011-10-27,0.13
"3154","R2","SCNA","HH","floresta_inundavel",2011-10-27,0.14
"3155","R2","SCNA","HH","floresta_inundavel",2011-10-27,0.23
"3156","R2","SCNA","HH","floresta_inundavel",2011-10-27,0.45
"3157","R2","SCNA","HH","floresta_inundavel",2011-10-27,0.08
"3158","R2","SCNA","HH","floresta_inundavel",2011-10-27,0.09
"3159","R2","SCNA","HH","floresta_inundavel",2011-10-27,0.2
"3160","R2","SCNA","HH","floresta_inundavel",2011-10-27,0.15
"3161","R2","SCNA","HH","floresta_inundavel",2011-10-27,0.09
"3162","R2","SCNA","HH","floresta_inundavel",2011-10-27,0.19
"3163","R2","SCNA","HH","floresta_inundavel",2011-10-27,0.23
"3164","R2","SCNA","HH","floresta_inundavel",2011-10-27,0.28
"3165","R2","SCNA","HH","floresta_inundavel",2011-10-27,0.14
"3166","R2","SCNA","HH","floresta_inundavel",2011-10-27,0.19
"3167","R2","SCNA","HH","floresta_inundavel",2011-10-27,0.09
"3168","R2","SCNA","HH","floresta_inundavel",2011-10-27,0.09
"3169","R2","SCNA","HH","floresta_inundavel",2011-10-27,0.14
"3170","R2","SCNA","HH","floresta_inundavel",2011-10-27,0.12
"3171","R2","SCNA","HH","floresta_inundavel",2011-10-27,0.25
"3172","R2","SCNA","HH","floresta_inundavel",2011-10-27,0.1
"3173","R2","SCNA","HH","floresta_inundavel",2011-10-27,0.12
"3174","R2","SCNA","HH","floresta_inundavel",2011-10-27,0.05
"3175","R2","SCNA","HH","floresta_inundavel",2011-10-27,0.16
"3176","R2","SCNA","HH","floresta_inundavel",2011-10-27,0.05
"3177","R2","SCNA","HH","floresta_inundavel",2011-10-27,0.21
"3178","R2","SCNA","HH","floresta_inundavel",2011-10-27,0.13
"3179","R2","SCNA","HH","floresta_inundavel",2011-10-27,0.14
"3180","R2","SCNA","HH","floresta_inundavel",2011-10-27,0.1
"3181","R2","SCNA","HH","floresta_inundavel",2011-10-27,0.22
"3182","R2","SCNA","HH","floresta_inundavel",2011-10-27,0.22
"3183","R2","SCNA","HH","floresta_inundavel",2011-10-27,0.15
"3184","R2","SCNA","HH","floresta_inundavel",2011-10-27,0.21
"3185","R2","SCNA","HH","floresta_inundavel",2011-10-27,0.25
"3186","R2","SCNA","HH","floresta_inundavel",2011-10-27,0.11
"3187","R2","SCNA","HH","floresta_inundavel",2011-10-27,0.09
"3188","R2","SCNA","HH","floresta_inundavel",2011-10-27,0.12
"3189","R2","SCNA","HH","floresta_inundavel",2011-10-27,0.11
"3190","R2","SCNA","HH","floresta_inundavel",2011-10-27,0.17
"3191","R2","SCNA","HH","floresta_inundavel",2011-10-27,0.17
"3192","R2","SCNA","HH","floresta_inundavel",2011-10-27,0.37
"3193","R2","SCNA","HH","floresta_inundavel",2011-10-27,0.24
"3194","R2","SCNA","HH","floresta_inundavel",2011-10-27,0.22
"3195","R2","SCNA","HH","floresta_inundavel",2011-10-27,0.47
"3196","R2","SCNA","HH","floresta_inundavel",2011-10-27,0.2
"3197","R2","SCNA","HH","floresta_inundavel",2011-10-27,0.11
"3198","R2","SCNA","HH","floresta_inundavel",2011-10-27,0.07
"3199","R2","SCNA","HH","floresta_inundavel",2011-10-27,0.05
"3200","R2","SCNA","HH","floresta_inundavel",2011-10-27,0.24
"3201","R2","SCNA","HH","floresta_terrafirme",2011-06-29,0.09
"3202","R2","SCNA","HH","floresta_terrafirme",2011-06-29,0.06
"3203","R2","SCNA","HH","floresta_terrafirme",2011-06-29,0.16
"3204","R2","SCNA","HH","floresta_terrafirme",2011-06-29,0.22
"3205","R2","SCNA","HH","floresta_terrafirme",2011-06-29,0.03
"3206","R2","SCNA","HH","floresta_terrafirme",2011-06-29,0.33
"3207","R2","SCNA","HH","floresta_terrafirme",2011-06-29,0.18
"3208","R2","SCNA","HH","floresta_terrafirme",2011-06-29,0.21
"3209","R2","SCNA","HH","floresta_terrafirme",2011-06-29,0.2
"3210","R2","SCNA","HH","floresta_terrafirme",2011-06-29,0.14
"3211","R2","SCNA","HH","floresta_terrafirme",2011-06-29,0.13
"3212","R2","SCNA","HH","floresta_terrafirme",2011-06-29,0.1
"3213","R2","SCNA","HH","floresta_terrafirme",2011-06-29,0.08
"3214","R2","SCNA","HH","floresta_terrafirme",2011-06-29,0.14
"3215","R2","SCNA","HH","floresta_terrafirme",2011-06-29,0.16
"3216","R2","SCNA","HH","floresta_terrafirme",2011-06-29,0.1
"3217","R2","SCNA","HH","floresta_terrafirme",2011-06-29,0.32
"3218","R2","SCNA","HH","floresta_terrafirme",2011-06-29,0.17
"3219","R2","SCNA","HH","floresta_terrafirme",2011-06-29,0.15
"3220","R2","SCNA","HH","floresta_terrafirme",2011-06-29,0.05
"3221","R2","SCNA","HH","floresta_terrafirme",2011-06-29,0.11
"3222","R2","SCNA","HH","floresta_terrafirme",2011-06-29,0.19
"3223","R2","SCNA","HH","floresta_terrafirme",2011-06-29,0.08
"3224","R2","SCNA","HH","floresta_terrafirme",2011-06-29,0.07
"3225","R2","SCNA","HH","floresta_terrafirme",2011-06-29,0.09
"3226","R2","SCNA","HH","floresta_terrafirme",2011-06-29,0.11
"3227","R2","SCNA","HH","floresta_terrafirme",2011-06-29,0.08
"3228","R2","SCNA","HH","floresta_terrafirme",2011-06-29,0.16
"3229","R2","SCNA","HH","floresta_terrafirme",2011-06-29,0.22
"3230","R2","SCNA","HH","floresta_terrafirme",2011-06-29,0.13
"3231","R2","SCNA","HH","floresta_terrafirme",2011-06-29,0.11
"3232","R2","SCNA","HH","floresta_terrafirme",2011-06-29,0.13
"3233","R2","SCNA","HH","floresta_terrafirme",2011-06-29,0.09
"3234","R2","SCNA","HH","floresta_terrafirme",2011-06-29,0.2
"3235","R2","SCNA","HH","floresta_terrafirme",2011-06-29,0.04
"3236","R2","SCNA","HH","floresta_terrafirme",2011-06-29,0.15
"3237","R2","SCNA","HH","floresta_terrafirme",2011-06-29,0.02
"3238","R2","SCNA","HH","floresta_terrafirme",2011-06-29,0.17
"3239","R2","SCNA","HH","floresta_terrafirme",2011-06-29,0.19
"3240","R2","SCNA","HH","floresta_terrafirme",2011-06-29,0.31
"3241","R2","SCNA","HH","floresta_terrafirme",2011-06-29,0.26
"3242","R2","SCNA","HH","floresta_terrafirme",2011-06-29,0.15
"3243","R2","SCNA","HH","floresta_terrafirme",2011-06-29,0.1
"3244","R2","SCNA","HH","floresta_terrafirme",2011-06-29,0.21
"3245","R2","SCNA","HH","floresta_terrafirme",2011-06-29,0.15
"3246","R2","SCNA","HH","floresta_terrafirme",2011-06-29,0.06
"3247","R2","SCNA","HH","floresta_terrafirme",2011-06-29,0.09
"3248","R2","SCNA","HH","floresta_terrafirme",2011-06-29,0.31
"3249","R2","SCNA","HH","floresta_terrafirme",2011-06-29,0.22
"3250","R2","SCNA","HH","floresta_terrafirme",2011-06-29,0.23
"3251","R2","SCNA","HH","floresta_terrafirme",2011-06-29,0.11
"3252","R2","SCNA","HH","floresta_terrafirme",2011-06-29,0.1
"3253","R2","SCNA","HH","floresta_terrafirme",2011-06-29,0.19
"3254","R2","SCNA","HH","floresta_terrafirme",2011-06-29,0.58
"3255","R2","SCNA","HH","floresta_terrafirme",2011-06-29,0.1
"3256","R2","SCNA","HH","floresta_terrafirme",2011-06-29,0.19
"3257","R2","SCNA","HH","floresta_terrafirme",2011-06-29,0.13
"3258","R2","SCNA","HH","floresta_terrafirme",2011-06-29,0.17
"3259","R2","SCNA","HH","floresta_terrafirme",2011-06-29,1.37
"3260","R2","SCNA","HH","floresta_terrafirme",2011-06-29,0.12
"3261","R2","SCNA","HH","floresta_terrafirme",2011-06-29,0.35
"3262","R2","SCNA","HH","floresta_terrafirme",2011-06-29,0.21
"3263","R2","SCNA","HH","floresta_terrafirme",2011-06-29,0.15
"3264","R2","SCNA","HH","floresta_terrafirme",2011-06-29,0.11
"3265","R2","SCNA","HH","floresta_terrafirme",2011-06-29,0.26
"3266","R2","SCNA","HH","floresta_terrafirme",2011-06-29,0.06
"3267","R2","SCNA","HH","floresta_terrafirme",2011-06-29,0.1
"3268","R2","SCNA","HH","floresta_terrafirme",2011-06-29,0.27
"3269","R2","SCNA","HH","floresta_terrafirme",2011-06-29,0.13
"3270","R2","SCNA","HH","floresta_terrafirme",2011-06-29,0.14
"3271","R2","SCNA","HH","floresta_terrafirme",2011-06-29,0.08
"3272","R2","SCNA","HH","floresta_terrafirme",2011-06-29,0.13
"3273","R2","SCNA","HH","floresta_terrafirme",2011-06-29,0.12
"3274","R2","SCNA","HH","floresta_terrafirme",2011-06-29,0.1
"3275","R2","SCNA","HH","floresta_terrafirme",2011-06-29,0.14
"3276","R2","SCNA","HH","floresta_terrafirme",2011-06-29,0.02
"3277","R2","SCNA","HH","floresta_terrafirme",2011-06-29,0.19
"3278","R2","SCNA","HH","floresta_terrafirme",2011-06-29,0.23
"3279","R2","SCNA","HH","floresta_terrafirme",2011-06-29,0.05
"3280","R2","SCNA","HH","floresta_terrafirme",2011-06-29,0.86
"3281","R2","SCNA","HH","floresta_terrafirme",2011-06-29,0.22
"3282","R2","SCNA","HH","floresta_terrafirme",2011-06-29,0.28
"3283","R2","SCNA","HH","floresta_terrafirme",2011-06-29,0.03
"3284","R2","SCNA","HH","floresta_terrafirme",2011-06-29,0.39
"3285","R2","SCNA","HH","floresta_terrafirme",2011-06-29,0.37
"3286","R2","SCNA","HH","floresta_terrafirme",2011-06-29,0.09
"3287","R2","SCNA","HH","floresta_terrafirme",2011-06-29,0.1
"3288","R2","SCNA","HH","floresta_terrafirme",2011-06-29,0.19
"3289","R2","SCNA","HH","floresta_terrafirme",2011-06-29,0.35
"3290","R2","SCNA","HH","floresta_terrafirme",2011-06-29,0.26
"3291","R2","SCNA","HH","floresta_terrafirme",2011-06-29,0.21
"3292","R2","SCNA","HH","floresta_terrafirme",2011-06-29,0.13
"3293","R2","SCNA","HH","floresta_terrafirme",2011-06-29,0.23
"3294","R2","SCNA","HH","floresta_terrafirme",2011-06-29,0.18
"3295","R2","SCNA","HH","floresta_terrafirme",2011-06-29,0.08
"3296","R2","SCNA","HH","floresta_terrafirme",2011-06-29,0.17
"3297","R2","SCNA","HH","floresta_terrafirme",2011-06-29,0.32
"3298","R2","SCNA","HH","floresta_terrafirme",2011-06-29,0.33
"3299","R2","SCNA","HH","floresta_terrafirme",2011-06-29,0.09
"3300","R2","SCNA","HH","floresta_terrafirme",2011-06-29,0.13
"3301","R2","SCNA","HH","floresta_terrafirme",2011-10-27,0.19
"3302","R2","SCNA","HH","floresta_terrafirme",2011-10-27,0.13
"3303","R2","SCNA","HH","floresta_terrafirme",2011-10-27,0.08
"3304","R2","SCNA","HH","floresta_terrafirme",2011-10-27,0.13
"3305","R2","SCNA","HH","floresta_terrafirme",2011-10-27,0.11
"3306","R2","SCNA","HH","floresta_terrafirme",2011-10-27,0.09
"3307","R2","SCNA","HH","floresta_terrafirme",2011-10-27,0.39
"3308","R2","SCNA","HH","floresta_terrafirme",2011-10-27,0.05
"3309","R2","SCNA","HH","floresta_terrafirme",2011-10-27,0.07
"3310","R2","SCNA","HH","floresta_terrafirme",2011-10-27,0.17
"3311","R2","SCNA","HH","floresta_terrafirme",2011-10-27,0.23
"3312","R2","SCNA","HH","floresta_terrafirme",2011-10-27,0.16
"3313","R2","SCNA","HH","floresta_terrafirme",2011-10-27,0.18
"3314","R2","SCNA","HH","floresta_terrafirme",2011-10-27,0.2
"3315","R2","SCNA","HH","floresta_terrafirme",2011-10-27,0.23
"3316","R2","SCNA","HH","floresta_terrafirme",2011-10-27,0.09
"3317","R2","SCNA","HH","floresta_terrafirme",2011-10-27,0.35
"3318","R2","SCNA","HH","floresta_terrafirme",2011-10-27,0.15
"3319","R2","SCNA","HH","floresta_terrafirme",2011-10-27,0.19
"3320","R2","SCNA","HH","floresta_terrafirme",2011-10-27,0.24
"3321","R2","SCNA","HH","floresta_terrafirme",2011-10-27,0.34
"3322","R2","SCNA","HH","floresta_terrafirme",2011-10-27,0.48
"3323","R2","SCNA","HH","floresta_terrafirme",2011-10-27,0.38
"3324","R2","SCNA","HH","floresta_terrafirme",2011-10-27,0.2
"3325","R2","SCNA","HH","floresta_terrafirme",2011-10-27,0.1
"3326","R2","SCNA","HH","floresta_terrafirme",2011-10-27,0.14
"3327","R2","SCNA","HH","floresta_terrafirme",2011-10-27,0.48
"3328","R2","SCNA","HH","floresta_terrafirme",2011-10-27,0.23
"3329","R2","SCNA","HH","floresta_terrafirme",2011-10-27,0.21
"3330","R2","SCNA","HH","floresta_terrafirme",2011-10-27,0.08
"3331","R2","SCNA","HH","floresta_terrafirme",2011-10-27,0.06
"3332","R2","SCNA","HH","floresta_terrafirme",2011-10-27,0.1
"3333","R2","SCNA","HH","floresta_terrafirme",2011-10-27,0.15
"3334","R2","SCNA","HH","floresta_terrafirme",2011-10-27,0.14
"3335","R2","SCNA","HH","floresta_terrafirme",2011-10-27,0.23
"3336","R2","SCNA","HH","floresta_terrafirme",2011-10-27,0.19
"3337","R2","SCNA","HH","floresta_terrafirme",2011-10-27,0.21
"3338","R2","SCNA","HH","floresta_terrafirme",2011-10-27,0.11
"3339","R2","SCNA","HH","floresta_terrafirme",2011-10-27,0.05
"3340","R2","SCNA","HH","floresta_terrafirme",2011-10-27,0.27
"3341","R2","SCNA","HH","floresta_terrafirme",2011-10-27,0.02
"3342","R2","SCNA","HH","floresta_terrafirme",2011-10-27,0.15
"3343","R2","SCNA","HH","floresta_terrafirme",2011-10-27,0.08
"3344","R2","SCNA","HH","floresta_terrafirme",2011-10-27,0.2
"3345","R2","SCNA","HH","floresta_terrafirme",2011-10-27,0.36
"3346","R2","SCNA","HH","floresta_terrafirme",2011-10-27,0.38
"3347","R2","SCNA","HH","floresta_terrafirme",2011-10-27,0.07
"3348","R2","SCNA","HH","floresta_terrafirme",2011-10-27,0.1
"3349","R2","SCNA","HH","floresta_terrafirme",2011-10-27,0.31
"3350","R2","SCNA","HH","floresta_terrafirme",2011-10-27,0.2
"3351","R2","SCNA","HH","floresta_terrafirme",2011-10-27,0.1
"3352","R2","SCNA","HH","floresta_terrafirme",2011-10-27,0.14
"3353","R2","SCNA","HH","floresta_terrafirme",2011-10-27,0.18
"3354","R2","SCNA","HH","floresta_terrafirme",2011-10-27,0.25
"3355","R2","SCNA","HH","floresta_terrafirme",2011-10-27,0.12
"3356","R2","SCNA","HH","floresta_terrafirme",2011-10-27,0.22
"3357","R2","SCNA","HH","floresta_terrafirme",2011-10-27,0.17
"3358","R2","SCNA","HH","floresta_terrafirme",2011-10-27,0.07
